studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,Block,entryType,Grain.test.weight...g.l.CO_321.0001210,Grain.yield...kg.ha.CO_321.0001218,Plant.height...cm.CO_321.0001301
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458485,UMD-MSDX-19,plot,1459863,MasonDixon_2022_WARVA_220,2,2,220,19,19,6,test,738.8435232,5705.024788,86.36
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1345089,X12-3072-55-3-3,plot,1459947,MasonDixon_2022_WARVA_221,2,2,221,19,20,6,test,753.0025455,6533.788161,83.82
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1344381,X12-3005-20-18-1,plot,1459956,MasonDixon_2022_WARVA_222,2,2,222,19,21,6,test,719.5357657,4955.509019,76.2
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1384888,VA20W-69,plot,1459897,MasonDixon_2022_WARVA_235,2,2,235,20,9,4,test,716.961398,4877.20215,78.74
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1434672,17VTK8-7,plot,1459893,MasonDixon_2022_WARVA_234,2,2,234,20,10,4,test,762.0128323,6097.600213,81.28
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458352,ARS19W020,plot,1459937,MasonDixon_2022_WARVA_233,2,2,233,20,11,4,test,740.1307071,6329.272144,83.82
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1345391,ARS18W0583,plot,1459870,MasonDixon_2022_WARVA_232,2,2,232,20,12,4,test,,3790.440185,78.74
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458326,UMD-MSDX-15,plot,1459961,MasonDixon_2022_WARVA_231,2,2,231,20,13,5,test,737.5563394,4480.976669,83.82
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1345285,X14-1008-92-13-3,plot,1459847,MasonDixon_2022_WARVA_230,2,2,230,20,14,5,test,756.864097,6087.264659,88.9
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1344812,X12-052-1-13-3,plot,1459866,MasonDixon_2022_WARVA_229,2,2,229,20,15,5,test,715.6742142,4692.541935,83.82
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1432236,VA20W-136,plot,1459844,MasonDixon_2022_WARVA_228,2,2,228,20,16,5,test,720.8229495,5880.804454,83.82
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1344952,VA19FHB-36,plot,1459821,MasonDixon_2022_WARVA_227,2,2,227,20,17,6,test,760.7256485,6191.548386,88.9
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458138,ARS19W318,plot,1459960,MasonDixon_2022_WARVA_226,2,2,226,20,18,6,test,728.5460525,5565.394471,78.74
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458506,ARS19W036,plot,1459840,MasonDixon_2022_WARVA_225,2,2,225,20,19,6,test,751.7153616,6220.146762,96.52
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1345547,X13-1115-25-3-3,plot,1459841,MasonDixon_2022_WARVA_224,2,2,224,20,20,6,test,710.5254788,5181.348386,86.36
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1383291,DH17SRW136-043,plot,1459817,MasonDixon_2022_WARVA_223,2,2,223,20,21,6,test,728.5460525,6187.823072,83.82
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1344851,17VDH-SRW05-052,plot,1459869,MasonDixon_2022_WARVA_236,2,2,236,21,9,4,test,753.0025455,6111.02138,68.58
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458797,UMD-MSDX-7,plot,1459927,MasonDixon_2022_WARVA_237,2,2,237,21,10,4,test,771.0231192,5835.67421,78.74
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",234373,VA11W-108,plot,1459899,MasonDixon_2022_WARVA_238,2,2,238,21,11,4,test,749.140994,5839.825992,81.28
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1344914,X12-3034-49-4-3,plot,1459957,MasonDixon_2022_WARVA_239,2,2,239,21,12,4,test,759.4384647,6765.460092,81.28
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",221088,MDC07026-F2-19-13-4,plot,1459974,MasonDixon_2022_WARVA_240,2,2,240,21,13,5,test,759.4384647,6177.249198,76.2
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458283,UMD-MSDX-17,plot,1459872,MasonDixon_2022_WARVA_241,2,2,241,21,14,5,test,768.4487515,6318.321976,86.36
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1344262,X14-1353-139-9-1,plot,1459880,MasonDixon_2022_WARVA_242,2,2,242,21,15,5,test,741.4178909,4374.472805,78.74
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458292,UMD-MSDX-10,plot,1459919,MasonDixon_2022_WARVA_243,2,2,243,21,16,5,test,720.8229495,5973.899694,76.2
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1384260,DH17SRW136-038,plot,1459908,MasonDixon_2022_WARVA_244,2,2,244,21,17,6,test,723.3973172,7370.804926,81.28
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1431831,VA20W-42,plot,1459906,MasonDixon_2022_WARVA_245,2,2,245,21,18,6,test,741.4178909,5899.481201,81.28
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",219435,SHIRLEY,plot,1459883,MasonDixon_2022_WARVA_246,2,2,246,21,19,6,test,743.9922586,7087.731177,81.28
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1344215,X12-3072-55-17-3,plot,1459940,MasonDixon_2022_WARVA_247,2,2,247,21,20,6,test,763.3000162,6944.174856,81.28
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1386233,18VDH-FHB-MAS06-152-03,plot,1459909,MasonDixon_2022_WARVA_248,2,2,248,21,21,6,test,701.5151919,4232.471834,76.2
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1434003,18VDH-FHB-MAS15-367-20,plot,1459916,MasonDixon_2022_WARVA_261,2,2,261,22,9,4,test,755.5769131,5407.802368,78.74
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1344907,PIONEER26R59,plot,1459815,MasonDixon_2022_WARVA_260,2,2,260,22,10,4,test,741.4178909,6180.92434,71.12
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458316,UMD-MSDX-3,plot,1459828,MasonDixon_2022_WARVA_259,2,2,259,22,11,4,test,556.0634182,3627.428036,86.36
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458641,ARS19W326,plot,1459892,MasonDixon_2022_WARVA_258,2,2,258,22,12,4,test,755.5769131,5127.989838,78.74
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1345059,X14-1107-186-8-3,plot,1459860,MasonDixon_2022_WARVA_257,2,2,257,22,13,5,test,729.8332364,6072.062365,83.82
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458367,ARS19W508,plot,1459911,MasonDixon_2022_WARVA_256,2,2,256,22,14,5,test,755.5769131,6050.337634,86.36
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1345380,X12-3072-55-13-3,plot,1459887,MasonDixon_2022_WARVA_255,2,2,255,22,15,5,test,749.140994,6339.808388,83.82
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458494,ARS19W375,plot,1459885,MasonDixon_2022_WARVA_254,2,2,254,22,16,5,test,,3704.048386,99.06
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1386118,18VDH-FHB-MAS07-173-03,plot,1459856,MasonDixon_2022_WARVA_253,2,2,253,22,17,6,test,751.7153616,7470.397516,91.44
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1345335,17VDH-SRW05-169,plot,1459913,MasonDixon_2022_WARVA_252,2,2,252,22,18,6,test,732.4076041,7216.160462,76.2
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1432041,VA20FHB-22,plot,1459884,MasonDixon_2022_WARVA_251,2,2,251,22,19,6,test,747.8538101,6509.893466,91.44
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458796,UMD-MSDX-18,plot,1459967,MasonDixon_2022_WARVA_250,2,2,250,22,20,6,test,782.6077738,6445.797983,86.36
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458826,UMD-MSDX-20,plot,1459944,MasonDixon_2022_WARVA_249,2,2,249,22,21,6,test,740.1307071,5796.940971,81.28
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1382838,DH17SRW136-066,plot,1459886,MasonDixon_2022_WARVA_262,2,2,262,23,9,4,test,720.8229495,5665.589132,81.28
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1384026,VA20W-171,plot,1459926,MasonDixon_2022_WARVA_263,2,2,263,23,10,4,test,715.6742142,5131.966015,81.28
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1345565,X12-3005-20-11-1,plot,1459914,MasonDixon_2022_WARVA_264,2,2,264,23,11,4,test,736.2691556,4719.446986,76.2
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1345101,ARS18W0336,plot,1459910,MasonDixon_2022_WARVA_265,2,2,265,23,12,4,test,747.8538101,6194.960122,88.9
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1345651,X14-1147-158-14-5,plot,1459888,MasonDixon_2022_WARVA_266,2,2,266,23,13,5,test,692.5049051,5207.914772,78.74
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1335370,X12-3014-46-8-5,plot,1459935,MasonDixon_2022_WARVA_267,2,2,267,23,14,5,test,750.4281778,5799.411971,81.28
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458500,UMD-MSDX-16,plot,1459915,MasonDixon_2022_WARVA_268,2,2,268,23,15,5,test,751.7153616,5136.870386,73.66
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458263,UMD-MSDX-2,plot,1459943,MasonDixon_2022_WARVA_269,2,2,269,23,16,5,test,762.0128323,5467.344689,83.82
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1386927,17VTK6-61,plot,1459965,MasonDixon_2022_WARVA_270,2,2,270,23,17,6,test,753.0025455,6162.95001,78.74
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458816,ARS19W345,plot,1459891,MasonDixon_2022_WARVA_271,2,2,271,23,18,6,test,764.5872,6513.204856,88.9
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1386014,VA20FHB-20,plot,1459871,MasonDixon_2022_WARVA_272,2,2,272,23,19,6,test,777.4590384,6808.759037,83.82
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458833,ARS19W177,plot,1459939,MasonDixon_2022_WARVA_273,2,2,273,23,20,6,test,747.8538101,5376.870967,101.6
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458555,UMD-MSDX-21,plot,1459901,MasonDixon_2022_WARVA_274,2,2,274,23,21,6,test,768.4487515,6659.896965,83.82
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458732,UMD-MSDX-9,plot,1459903,MasonDixon_2022_WARVA_282,2,2,282,24,14,5,test,771.0231192,5004.339491,88.9
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458694,UMD-MSDX-22,plot,1459865,MasonDixon_2022_WARVA_281,2,2,281,24,15,5,test,753.0025455,5665.827452,78.74
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1384705,17VTK6-17,plot,1459975,MasonDixon_2022_WARVA_280,2,2,280,24,16,5,test,772.310303,6580.135091,81.28
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1344063,ARS18W0542,plot,1459963,MasonDixon_2022_WARVA_279,2,2,279,24,17,6,test,732.4076041,6188.199366,76.2
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458336,UMD-MSDX-4,plot,1459894,MasonDixon_2022_WARVA_278,2,2,278,24,18,6,test,750.4281778,5382.766246,88.9
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1458635,UMD-MSDX-8,plot,1459931,MasonDixon_2022_WARVA_277,2,2,277,24,19,6,test,643.5919192,4590.490888,78.74
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1385880,VA20W-52,plot,1459873,MasonDixon_2022_WARVA_276,2,2,276,24,20,6,test,732.4076041,6008.79473,78.74
2022,376,Virginia Tech,Nicholas Santantonio,9576,MasonDixon_2022_WARVA,VT small grains trial MasonDixon_2022_WARVA,RCBD,1.524,2.7432,,,218,"Warsaw, VA",1344828,ARS18W0147,plot,1459898,MasonDixon_2022_WARVA_275,2,2,275,24,21,6,test,741.4178909,6397.933332,91.44
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1383589,VA22FHB-174,plot,1469761,SRWObs_2022_BLAVA_1001,1,1,1001,1,92,1,test,745.2794424,5111.494839,88.9
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1384862,VA22W-109,plot,1469518,SRWObs_2022_BLAVA_1002,1,1,1002,1,93,1,test,742.7050748,4546.810324,83.82
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1432637,VA22W-222,plot,1469786,SRWObs_2022_BLAVA_1003,1,1,1003,1,94,1,test,751.7153616,5146.551535,81.28
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1434272,VA22W-218,plot,1469390,SRWObs_2022_BLAVA_1004,1,1,1004,1,95,1,test,768.4487515,5191.382426,78.74
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1383268,19VTK5-167,plot,1469626,SRWObs_2022_BLAVA_1005,1,1,1005,1,96,1,test,745.2794424,6722.387246,83.82
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1433427,19VTK15-21,plot,1469317,SRWObs_2022_BLAVA_1006,1,1,1006,1,97,1,test,780.0334061,6271.910617,88.9
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1383847,VA22FHB-46,plot,1469511,SRWObs_2022_BLAVA_1007,1,1,1007,1,98,1,test,782.6077738,5615.381121,96.52
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1382701,VA22W-375,plot,1469491,SRWObs_2022_BLAVA_1008,1,1,1008,1,99,1,test,769.7359354,4994.667946,83.82
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1432788,VA22W-127,plot,1469795,SRWObs_2022_BLAVA_1009,1,1,1009,1,100,1,test,769.7359354,5447.29293,93.98
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1433807,19VTK6-36,plot,1469729,SRWObs_2022_BLAVA_1010,1,1,1010,1,101,1,test,,5814.106521,101.6
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1385116,VA22W-199,plot,1469726,SRWObs_2022_BLAVA_1011,1,1,1011,1,102,1,test,745.2794424,5840.392544,81.28
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1433799,VA22W-18,plot,1469494,SRWObs_2022_BLAVA_1012,1,1,1012,1,103,1,test,764.5872,4907.306885,83.82
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1433293,VA22W-297,plot,1469768,SRWObs_2022_BLAVA_1013,1,1,1013,1,104,2,test,711.8126626,4591.389021,76.2
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1432163,VA22FHB-111,plot,1469363,SRWObs_2022_BLAVA_1014,1,1,1014,1,105,2,test,790.3308768,5947.609222,99.06
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1386432,VA22W-335,plot,1469651,SRWObs_2022_BLAVA_1015,1,1,1015,1,106,2,test,759.4384647,4874.007255,88.9
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1384779,VA22W-111,plot,1469335,SRWObs_2022_BLAVA_1016,1,1,1016,1,107,2,test,722.1101333,4953.506042,88.9
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1382908,19VDH-FHB-MAS05-34,plot,1469487,SRWObs_2022_BLAVA_1017,1,1,1017,1,108,2,test,782.6077738,6096.869655,86.36
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1385667,VA22W-41,plot,1469362,SRWObs_2022_BLAVA_1018,1,1,1018,1,109,2,test,745.2794424,5887.241268,86.36
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1385220,VA22W-257,plot,1469122,SRWObs_2022_BLAVA_1019,1,1,1019,1,110,2,test,754.2897293,4717.219977,86.36
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1433490,VA22W-106,plot,1469141,SRWObs_2022_BLAVA_1020,1,1,1020,1,111,2,test,773.5974869,5516.78579,96.52
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1433640,VA22W-427,plot,1469142,SRWObs_2022_BLAVA_1021,1,1,1021,1,112,2,test,718.2485818,4838.276935,93.98
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1384211,VA22W-255,plot,1469357,SRWObs_2022_BLAVA_1022,1,1,1022,1,113,2,test,767.1615677,4381.552131,83.82
2022,376,Virginia Tech,Nicholas Santantonio,9619,SRWObs_2022_BLAVA,VT small grains trial SRWObs_2022_BLAVA,RCBD,1.524,2.7432,,,45,"Blacksburg, VA",1386107,VA22W-114,plot,1469112,SRWObs_2022_BLAVA_1023,1,1,1023,1,114,2,test,751.7153616,4844.299184,86.36
